model,checkpoint,term,task,prompt_id,prompt_template_bind,eb_star,eb_per_layer,best_layer,entropy,span_indices,n_term_tokens,prompt_template_beh,behavioral_score,step,model_short
pythia-2.8b-deduped,step15000,skip link,generation,gen_004,"Without a skip link, keyboard users may",0.906978,"[0.298051, 0.587809, 0.492924, 0.782031, 0.856236, 0.490802, 0.845287, 0.34464, 0.619997, 0.183864, 0.765022, 0.271058, 0.813972, 0.186134, 0.682502, 0.795301, 0.644022, 0.690436, 0.283753, 0.103759, 0.383778, 0.906978, 0.359108, 0.39908, 0.633123, 0.226834, 0.151434, 0.738954, 0.884012, 0.29555, 0.489285, 0.33772]",21,2.147929,"[3, 4]",2,"Without a skip link, keyboard users may",1.0,15000,2.8b
pythia-2.8b-deduped,step15000,skip link,generation,gen_005,An accessibility review noted the absence of a skip link. This means,0.890186,"[0.361448, 0.617278, 0.315772, 0.82889, 0.865956, 0.427335, 0.852803, 0.217998, 0.601887, 0.190429, 0.785748, 0.151125, 0.890186, 0.455976, 0.596718, 0.764624, 0.50501, 0.413072, 0.158122, 0.200677, 0.43794, 0.80325, 0.314395, 0.429992, 0.237149, 0.278814, 0.072109, 0.860136, 0.549031, 0.552414, 0.606408, 0.12345]",12,2.207588,"[9, 10]",2,An accessibility review noted the absence of a skip link. This means,1.0,15000,2.8b
pythia-2.8b-deduped,step15000,skip link,generation,gen_006,"When designing accessible navigation, a skip link ensures",0.861889,"[0.34813, 0.635901, 0.254783, 0.807357, 0.861889, 0.414965, 0.802534, 0.188494, 0.4856, 0.260794, 0.786246, 0.196428, 0.762752, 0.272893, 0.53851, 0.821193, 0.415252, 0.378244, 0.168539, 0.187689, 0.635034, 0.699567, 0.223663, 0.137804, 0.311006, 0.364417, 0.247115, 0.535385, 0.705236, 0.3514, 0.263512, 0.02983]",4,2.47404,"[7, 8]",2,"When designing accessible navigation, a skip link ensures",1.0,15000,2.8b
pythia-2.8b-deduped,step15000,alt text,generation,gen_001,"In web accessibility, alt text is",0.881599,"[0.292587, 0.642167, 0.42059, 0.772363, 0.881599, 0.841887, 0.875008, 0.287659, 0.48728, 0.381382, 0.693341, 0.443332, 0.860769, 0.160288, 0.448113, 0.424697, 0.446248, 0.245449, 0.155269, 0.366316, 0.216392, 0.715877, 0.281488, 0.582366, 0.438803, 0.192013, 0.335034, 0.584125, 0.543422, 0.579861, 0.514904, 0.057104]",4,2.434751,"[5, 6]",2,"In web accessibility, alt text is",1.0,15000,2.8b
pythia-2.8b-deduped,step15000,alt text,generation,gen_002,"For blind users, alt text",0.876899,"[0.290008, 0.602182, 0.506725, 0.735683, 0.861466, 0.826909, 0.875745, 0.418723, 0.717101, 0.355458, 0.658716, 0.56865, 0.876899, 0.139442, 0.371118, 0.45871, 0.258205, 0.46604, 0.165919, 0.237363, 0.209809, 0.642843, 0.604744, 0.330282, 0.454434, 0.20106, 0.317084, 0.466205, 0.232119, 0.303648, 0.612587, 0.034938]",12,1.819797,"[5, 6]",2,"For blind users, alt text",0.6666666666666666,15000,2.8b
pythia-2.8b-deduped,step15000,alt text,generation,gen_003,"To write effective alt text, content creators should",0.874733,"[0.347046, 0.61414, 0.578725, 0.776176, 0.855125, 0.799387, 0.874733, 0.58061, 0.749967, 0.361136, 0.752938, 0.065725, 0.857922, 0.039951, 0.284267, 0.57385, 0.428008, 0.201946, 0.119642, 0.064848, 0.114364, 0.357789, 0.35847, 0.34811, 0.136786, 0.370926, 0.272108, 0.540751, 0.397626, 0.152002, 0.46683, 0.514598]",6,1.985733,"[4, 5]",2,"To write effective alt text, content creators should",0.3333333333333333,15000,2.8b
pythia-2.8b-deduped,step15000,alt text,generation,gen_004,"Without alt text, screen reader users may",0.846157,"[0.381016, 0.616818, 0.333866, 0.705207, 0.811306, 0.75427, 0.844139, 0.399036, 0.658546, 0.450781, 0.659822, 0.517212, 0.846157, 0.144877, 0.300488, 0.565518, 0.373618, 0.162382, 0.133464, 0.141196, 0.370241, 0.635693, 0.28949, 0.505058, 0.261109, 0.344534, 0.383091, 0.642864, 0.552631, 0.328298, 0.073558, 0.40122]",12,2.082129,"[2, 3]",2,"Without alt text, screen reader users may",0.3333333333333333,15000,2.8b
pythia-2.8b-deduped,step15000,alt text,generation,gen_005,An accessibility scan found images lacking alt text. This means,0.861091,"[0.351129, 0.636037, 0.488664, 0.777279, 0.861091, 0.860827, 0.851276, 0.192289, 0.363033, 0.205921, 0.529687, 0.198934, 0.814395, 0.252259, 0.267732, 0.330645, 0.449052, 0.136026, 0.069873, 0.100922, 0.240877, 0.660338, 0.519739, 0.663266, 0.142399, 0.132653, 0.210662, 0.409128, 0.65155, 0.600432, 0.240146, 0.116523]",4,2.667745,"[7, 8]",2,An accessibility scan found images lacking alt text. This means,0.0,15000,2.8b
pythia-2.8b-deduped,step15000,alt text,generation,gen_006,"When publishing web content, alt text ensures",0.886588,"[0.325638, 0.623641, 0.392094, 0.774998, 0.886588, 0.798761, 0.886462, 0.42885, 0.606664, 0.258693, 0.594742, 0.356402, 0.869103, 0.126243, 0.464112, 0.420183, 0.49725, 0.452277, 0.319674, 0.230762, 0.118762, 0.878769, 0.350865, 0.382774, 0.481312, 0.163679, 0.315715, 0.566068, 0.646055, 0.671419, 0.599162, 0.036954]",4,2.424926,"[6, 7]",2,"When publishing web content, alt text ensures",0.6666666666666666,15000,2.8b
pythia-2.8b-deduped,step15000,color contrast,generation,gen_001,"In web accessibility, color contrast is",0.8422,"[0.444115, 0.755319, 0.758709, 0.731566, 0.8422, 0.317038, 0.749869, 0.809407, 0.724738, 0.330789, 0.778243, 0.521446, 0.680384, 0.211108, 0.427152, 0.685726, 0.220442, 0.388114, 0.04374, 0.22193, 0.583632, 0.337526, 0.072789, 0.552049, 0.159329, 0.371166, 0.18166, 0.6734, 0.710116, 0.060603, 0.456548, 0.105687]",4,2.466378,"[5, 6]",2,"In web accessibility, color contrast is",0.3333333333333333,15000,2.8b
pythia-2.8b-deduped,step15000,color contrast,generation,gen_002,"For users with low vision, color contrast",0.837969,"[0.549418, 0.751182, 0.635895, 0.6511, 0.837969, 0.183509, 0.688642, 0.781453, 0.674315, 0.396952, 0.776588, 0.452547, 0.80477, 0.267183, 0.533884, 0.447024, 0.086104, 0.438007, 0.123297, 0.11706, 0.395864, 0.479789, 0.162119, 0.242687, 0.218056, 0.134446, 0.471776, 0.707615, 0.569015, 0.076392, 0.503749, 0.110372]",4,2.476796,"[7, 8]",2,"For users with low vision, color contrast",0.0,15000,2.8b
pythia-2.8b-deduped,step15000,color contrast,generation,gen_003,"To achieve sufficient color contrast, designers should",0.887538,"[0.45114, 0.709726, 0.644874, 0.697924, 0.839809, 0.335243, 0.670873, 0.887538, 0.65216, 0.514069, 0.804611, 0.474218, 0.601919, 0.269481, 0.412648, 0.505402, 0.188969, 0.517715, 0.153378, 0.207527, 0.261179, 0.653897, 0.106297, 0.305644, 0.325371, 0.315975, 0.511467, 0.518126, 0.352792, 0.18558, 0.28832, 0.258597]",7,2.286085,"[4, 5]",2,"To achieve sufficient color contrast, designers should",0.0,15000,2.8b
pythia-2.8b-deduped,step15000,color contrast,generation,gen_004,"Without adequate color contrast, users with visual impairments may",0.840443,"[0.415926, 0.662966, 0.790706, 0.795141, 0.82774, 0.568523, 0.753713, 0.840443, 0.660976, 0.624632, 0.839159, 0.196663, 0.695464, 0.412533, 0.505078, 0.679315, 0.313737, 0.602084, 0.140725, 0.096362, 0.546274, 0.50103, 0.145849, 0.207204, 0.372285, 0.470429, 0.596422, 0.549142, 0.135102, 0.100284, 0.254636, 0.192401]",7,2.491546,"[3, 4]",2,"Without adequate color contrast, users with visual impairments may",0.3333333333333333,15000,2.8b
pythia-2.8b-deduped,step15000,color contrast,generation,gen_005,An accessibility checker flagged poor color contrast. This means,0.859172,"[0.562519, 0.747523, 0.595, 0.775406, 0.859172, 0.508819, 0.853351, 0.743848, 0.451444, 0.662623, 0.791995, 0.353098, 0.772784, 0.405984, 0.298211, 0.450372, 0.139379, 0.460049, 0.140599, 0.169767, 0.546551, 0.579327, 0.228094, 0.546602, 0.21398, 0.079817, 0.115286, 0.681157, 0.259067, 0.103894, 0.247406, 0.053521]",4,2.628825,"[8, 9]",2,An accessibility checker flagged poor color contrast. This means,0.0,15000,2.8b
pythia-2.8b-deduped,step15000,color contrast,generation,gen_006,"When selecting color palettes, color contrast ensures",0.854525,"[0.565794, 0.759891, 0.623469, 0.713782, 0.854525, 0.493591, 0.641659, 0.780138, 0.633989, 0.164705, 0.840134, 0.400727, 0.534848, 0.045102, 0.446708, 0.817674, 0.083704, 0.18608, 0.093758, 0.11123, 0.091503, 0.452217, 0.202607, 0.129903, 0.3187, 0.15447, 0.627335, 0.235707, 0.602755, 0.005051, 0.340504, 0.018116]",4,2.321168,"[7, 8]",2,"When selecting color palettes, color contrast ensures",0.0,15000,2.8b
pythia-2.8b-deduped,step15000,focus indicator,generation,gen_001,"In web accessibility, a focus indicator is",0.901432,"[0.179065, 0.733856, 0.465291, 0.892111, 0.874341, 0.655601, 0.901432, 0.059315, 0.586969, 0.648013, 0.890234, 0.583395, 0.781048, 0.069348, 0.159419, 0.484053, 0.226811, 0.141426, 0.029719, 0.396451, 0.093799, 0.482695, 0.076306, 0.278028, 0.100103, 0.128328, 0.182196, 0.135587, 0.497691, 0.021687, 0.243722, 0.042249]",6,1.586464,"[6, 7]",2,"In web accessibility, a focus indicator is",1.0,15000,2.8b
pythia-2.8b-deduped,step15000,focus indicator,generation,gen_002,"For keyboard users, a focus indicator",0.918726,"[0.197491, 0.733974, 0.334884, 0.880331, 0.86049, 0.807631, 0.918726, 0.077421, 0.339569, 0.53212, 0.884828, 0.423458, 0.757868, 0.087592, 0.202271, 0.400373, 0.200385, 0.177515, 0.035296, 0.175261, 0.088378, 0.471569, 0.140234, 0.228292, 0.089134, 0.340385, 0.089601, 0.205558, 0.671366, 0.031723, 0.44746, 0.10804]",6,1.709401,"[6, 7]",2,"For keyboard users, a focus indicator",1.0,15000,2.8b
pythia-2.8b-deduped,step15000,focus indicator,generation,gen_003,"To implement visible focus indicators, developers should",0.867919,"[0.17701, 0.787127, 0.308464, 0.508482, 0.775381, 0.275554, 0.443713, 0.605254, 0.77918, 0.417435, 0.665292, 0.472282, 0.495234, 0.081073, 0.722746, 0.191985, 0.867919, 0.611038, 0.436439, 0.173438, 0.566753, 0.126709, 0.545037, 0.842107, 0.420238, 0.866688, 0.20584, 0.688552, 0.189434, 0.455155, 0.577142, 0.575577]",16,2.261679,"[5, 6]",2,"To implement visible focus indicators, developers should",0.0,15000,2.8b
pythia-2.8b-deduped,step15000,focus indicator,generation,gen_004,"Without a focus indicator, keyboard-only users may",0.878914,"[0.177836, 0.707288, 0.278619, 0.878914, 0.848313, 0.604183, 0.851982, 0.244245, 0.582838, 0.560459, 0.867567, 0.600311, 0.724317, 0.124513, 0.280462, 0.700126, 0.570027, 0.135917, 0.288671, 0.175228, 0.398474, 0.568795, 0.144502, 0.18173, 0.037182, 0.32629, 0.153743, 0.263648, 0.553214, 0.133958, 0.319209, 0.865976]",3,2.178075,"[3, 4]",2,"Without a focus indicator, keyboard-only users may",0.6666666666666666,15000,2.8b
pythia-2.8b-deduped,step15000,focus indicator,generation,gen_005,A usability test revealed missing focus indicators. This means,0.923489,"[0.094634, 0.491694, 0.156125, 0.074051, 0.09493, 0.064387, 0.037485, 0.025745, 0.038831, 0.018704, 0.028047, 0.127092, 0.038749, 0.046802, 0.097063, 0.039502, 0.17223, 0.034121, 0.030559, 0.041323, 0.100848, 0.15576, 0.076278, 0.670149, 0.217736, 0.54871, 0.923489, 0.743409, 0.585728, 0.844465, 0.767248, 0.807103]",26,1.300465,"[7, 8]",2,A usability test revealed missing focus indicators. This means,0.3333333333333333,15000,2.8b
pythia-2.8b-deduped,step15000,focus indicator,generation,gen_006,"When styling interactive elements, a focus indicator ensures",0.901751,"[0.231434, 0.761219, 0.258014, 0.901751, 0.870541, 0.611205, 0.898075, 0.14787, 0.593946, 0.768067, 0.869494, 0.642961, 0.720851, 0.085213, 0.220529, 0.57113, 0.305807, 0.240721, 0.100391, 0.231517, 0.411199, 0.467539, 0.058043, 0.514799, 0.038605, 0.101061, 0.059583, 0.230423, 0.672856, 0.041867, 0.338718, 0.023721]",3,1.969897,"[7, 8]",2,"When styling interactive elements, a focus indicator ensures",0.1333333333333333,15000,2.8b
pythia-2.8b-deduped,step15000,heading structure,generation,gen_001,"In web accessibility, heading structure is",0.919605,"[0.395763, 0.735831, 0.774291, 0.841373, 0.862798, 0.560058, 0.728625, 0.507701, 0.604553, 0.602957, 0.743857, 0.301104, 0.880427, 0.468879, 0.365548, 0.361486, 0.267706, 0.174581, 0.145151, 0.205297, 0.578343, 0.277663, 0.060568, 0.919605, 0.110227, 0.620756, 0.162145, 0.836078, 0.653951, 0.055958, 0.408196, 0.342697]",23,1.63544,"[5, 6]",2,"In web accessibility, heading structure is",0.3333333333333333,15000,2.8b
pythia-2.8b-deduped,step15000,heading structure,generation,gen_002,"For screen readers, heading structure",0.859437,"[0.401553, 0.731989, 0.7113, 0.846027, 0.859437, 0.44315, 0.828418, 0.44325, 0.447325, 0.71958, 0.755222, 0.157922, 0.857791, 0.309019, 0.313842, 0.468253, 0.459112, 0.270267, 0.291515, 0.099328, 0.292908, 0.459247, 0.113293, 0.410237, 0.113146, 0.298305, 0.118899, 0.619014, 0.565716, 0.093503, 0.546805, 0.229372]",4,2.320635,"[5, 6]",2,"For screen readers, heading structure",0.6666666666666666,15000,2.8b
pythia-2.8b-deduped,step15000,heading structure,generation,gen_003,"To create proper heading structure, content authors should",0.886751,"[0.407658, 0.748951, 0.507661, 0.847645, 0.832636, 0.467973, 0.80008, 0.641254, 0.489784, 0.627386, 0.771927, 0.314694, 0.805528, 0.462097, 0.605, 0.650088, 0.621285, 0.222782, 0.193393, 0.137438, 0.417936, 0.431018, 0.2495, 0.828612, 0.347455, 0.301809, 0.303614, 0.809189, 0.886751, 0.591192, 0.510414, 0.4236]",28,2.025086,"[4, 5]",2,"To create proper heading structure, content authors should",0.3333333333333333,15000,2.8b
pythia-2.8b-deduped,step15000,heading structure,generation,gen_004,"Without logical heading structure, screen reader users may",0.876474,"[0.378261, 0.733903, 0.44832, 0.799176, 0.845909, 0.456869, 0.721155, 0.263593, 0.573428, 0.295848, 0.811079, 0.133267, 0.876474, 0.316722, 0.489531, 0.544638, 0.483389, 0.19784, 0.319603, 0.070199, 0.384633, 0.396532, 0.143854, 0.70726, 0.212002, 0.29858, 0.374321, 0.62166, 0.763077, 0.127942, 0.713988, 0.425502]",12,1.845611,"[3, 4]",2,"Without logical heading structure, screen reader users may",0.0,15000,2.8b
pythia-2.8b-deduped,step15000,heading structure,generation,gen_005,An accessibility evaluation found improper heading structure. This means,0.84233,"[0.316348, 0.733139, 0.731871, 0.818162, 0.84233, 0.685873, 0.707275, 0.628523, 0.732463, 0.454149, 0.799514, 0.180202, 0.782224, 0.441662, 0.375865, 0.272164, 0.295894, 0.209846, 0.17919, 0.075257, 0.345015, 0.502479, 0.340604, 0.778093, 0.26715, 0.196754, 0.222769, 0.835543, 0.747898, 0.517934, 0.632716, 0.478783]",4,2.510951,"[6, 7]",2,An accessibility evaluation found improper heading structure. This means,0.3333333333333333,15000,2.8b
pythia-2.8b-deduped,step15000,heading structure,generation,gen_006,"When organizing page content, heading structure ensures",0.852164,"[0.368159, 0.739193, 0.41811, 0.810905, 0.852164, 0.409249, 0.752568, 0.403258, 0.655669, 0.814169, 0.765033, 0.20834, 0.828415, 0.503238, 0.375517, 0.514885, 0.215672, 0.399484, 0.077765, 0.244641, 0.310345, 0.450158, 0.061009, 0.748944, 0.116865, 0.432331, 0.121506, 0.497859, 0.755268, 0.100139, 0.290195, 0.062157]",4,2.371555,"[6, 7]",2,"When organizing page content, heading structure ensures",0.3333333333333333,15000,2.8b
pythia-2.8b-deduped,step15000,keyboard navigation,generation,gen_001,"In web accessibility, keyboard navigation is",0.881203,"[0.350115, 0.676095, 0.561393, 0.806854, 0.881203, 0.719395, 0.770584, 0.20435, 0.767432, 0.434997, 0.786785, 0.259927, 0.829255, 0.453815, 0.674663, 0.461128, 0.231935, 0.346601, 0.09842, 0.246254, 0.664821, 0.565406, 0.190174, 0.805248, 0.132773, 0.27252, 0.081923, 0.736414, 0.829848, 0.185085, 0.723192, 0.011056]",4,2.352394,"[5, 6]",2,"In web accessibility, keyboard navigation is",0.0,15000,2.8b
pythia-2.8b-deduped,step15000,keyboard navigation,generation,gen_002,"For users with motor disabilities, keyboard navigation",0.874876,"[0.399528, 0.702804, 0.761439, 0.850017, 0.874876, 0.549876, 0.748574, 0.182318, 0.784232, 0.414058, 0.740488, 0.455916, 0.81129, 0.523553, 0.608388, 0.322133, 0.376992, 0.215705, 0.115243, 0.310568, 0.356312, 0.51455, 0.181927, 0.633836, 0.085131, 0.421891, 0.183058, 0.660185, 0.830374, 0.042197, 0.718641, 0.041391]",4,2.333151,"[7, 8]",2,"For users with motor disabilities, keyboard navigation",0.0,15000,2.8b
pythia-2.8b-deduped,step15000,keyboard navigation,generation,gen_003,"To support keyboard navigation, developers should",0.846777,"[0.45535, 0.656558, 0.516209, 0.810759, 0.846777, 0.637806, 0.790404, 0.153027, 0.584349, 0.394553, 0.754202, 0.572315, 0.744446, 0.341079, 0.631135, 0.464868, 0.237916, 0.522349, 0.380657, 0.344415, 0.456751, 0.472077, 0.266912, 0.668439, 0.138801, 0.250514, 0.267604, 0.615872, 0.404689, 0.055652, 0.581418, 0.183766]",4,2.616588,"[3, 4]",2,"To support keyboard navigation, developers should",0.0,15000,2.8b
pythia-2.8b-deduped,step15000,keyboard navigation,generation,gen_004,"Without keyboard navigation support, motor-impaired users may",0.847538,"[0.608777, 0.612579, 0.642004, 0.800711, 0.847538, 0.650581, 0.740097, 0.375435, 0.769351, 0.42233, 0.688525, 0.667636, 0.742233, 0.61546, 0.677578, 0.673161, 0.497927, 0.46187, 0.205468, 0.238204, 0.528625, 0.656174, 0.23367, 0.462286, 0.642659, 0.450272, 0.505614, 0.657209, 0.454091, 0.09492, 0.299467, 0.034232]",4,2.694932,"[2, 3]",2,"Without keyboard navigation support, motor-impaired users may",0.0,15000,2.8b
pythia-2.8b-deduped,step15000,keyboard navigation,generation,gen_005,A manual test revealed keyboard navigation failures. This means,0.841376,"[0.398286, 0.625213, 0.602388, 0.82924, 0.841376, 0.297686, 0.811277, 0.530306, 0.657334, 0.562396, 0.778523, 0.608793, 0.668118, 0.526987, 0.526747, 0.302427, 0.432607, 0.451553, 0.248271, 0.282701, 0.190443, 0.548317, 0.261225, 0.535881, 0.291748, 0.719085, 0.129, 0.565861, 0.731099, 0.216781, 0.478777, 0.44096]",4,2.619052,"[5, 6]",2,A manual test revealed keyboard navigation failures. This means,0.0,15000,2.8b
pythia-2.8b-deduped,step15000,keyboard navigation,generation,gen_006,"When developing interactive features, keyboard navigation ensures",0.875579,"[0.244298, 0.671197, 0.700004, 0.839571, 0.875579, 0.456656, 0.765596, 0.208963, 0.783384, 0.478376, 0.778436, 0.28458, 0.772342, 0.273232, 0.557119, 0.506287, 0.21156, 0.295536, 0.155765, 0.24083, 0.629535, 0.487842, 0.269246, 0.76278, 0.108504, 0.203556, 0.081381, 0.689678, 0.763276, 0.078271, 0.776766, 0.017418]",4,2.371015,"[6, 7]",2,"When developing interactive features, keyboard navigation ensures",0.0,15000,2.8b
pythia-2.8b-deduped,step15000,landmark region,generation,gen_001,"In web accessibility, a landmark region is",0.867886,"[0.469711, 0.740585, 0.485049, 0.840843, 0.867886, 0.747404, 0.803006, 0.178668, 0.715729, 0.220185, 0.800082, 0.785194, 0.745708, 0.44916, 0.495027, 0.708212, 0.103981, 0.308473, 0.366667, 0.027481, 0.263888, 0.764192, 0.417748, 0.354167, 0.262928, 0.144863, 0.176754, 0.576299, 0.638025, 0.117547, 0.440809, 0.154591]",4,2.547264,"[6, 7]",2,"In web accessibility, a landmark region is",0.0,15000,2.8b
pythia-2.8b-deduped,step15000,landmark region,generation,gen_002,"For screen reader users, landmark regions",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,3.465736,[7],3,"For screen reader users, landmark regions",0.0,15000,2.8b
pythia-2.8b-deduped,step15000,landmark region,generation,gen_003,"To implement landmark regions, developers should",0.571902,"[0.110335, 0.463539, 0.188273, 0.192952, 0.452497, 0.237277, 0.317526, 0.226415, 0.362315, 0.230028, 0.242343, 0.207396, 0.300347, 0.182421, 0.259288, 0.334893, 0.254038, 0.389494, 0.151502, 0.254459, 0.338141, 0.25792, 0.335709, 0.258845, 0.378591, 0.476901, 0.158331, 0.306936, 0.207767, 0.122175, 0.571902, 0.493144]",30,2.329595,"[4, 5, 6]",3,"To implement landmark regions, developers should",0.0,15000,2.8b
pythia-2.8b-deduped,step15000,landmark region,generation,gen_004,"Without proper landmark regions, assistive technology users may",0.523476,"[0.152751, 0.460031, 0.18402, 0.227535, 0.457425, 0.236222, 0.44714, 0.164075, 0.35297, 0.211934, 0.375678, 0.167352, 0.325066, 0.182807, 0.183549, 0.367347, 0.439272, 0.259395, 0.193504, 0.23873, 0.278524, 0.284289, 0.222923, 0.389914, 0.328492, 0.207929, 0.133131, 0.43047, 0.255584, 0.032887, 0.523476, 0.322078]",30,2.244322,"[4, 5, 6]",3,"Without proper landmark regions, assistive technology users may",0.0,15000,2.8b
pythia-2.8b-deduped,step15000,landmark region,generation,gen_005,An HTML validation found missing landmark regions. This means,0.404198,"[0.104192, 0.382797, 0.258005, 0.251903, 0.213976, 0.129712, 0.162445, 0.168047, 0.163356, 0.097249, 0.106466, 0.080404, 0.103446, 0.096576, 0.129784, 0.098045, 0.196805, 0.178288, 0.130538, 0.102747, 0.102076, 0.061981, 0.179417, 0.265308, 0.332304, 0.187776, 0.319492, 0.404198, 0.154451, 0.237261, 0.292104, 0.34003]",27,3.260381,"[7, 8, 9]",3,An HTML validation found missing landmark regions. This means,0.0,15000,2.8b
pythia-2.8b-deduped,step15000,landmark region,generation,gen_006,"When structuring page layout, landmark regions ensure",0.847095,"[0.11263, 0.847095, 0.312307, 0.399889, 0.76926, 0.20845, 0.548779, 0.27987, 0.790922, 0.149366, 0.80546, 0.149048, 0.14271, 0.148693, 0.608824, 0.24235, 0.299155, 0.269135, 0.401595, 0.119458, 0.666348, 0.078663, 0.160839, 0.22441, 0.517681, 0.175066, 0.073345, 0.29431, 0.088287, 0.01326, 0.513465, 0.388137]",1,2.642847,"[8, 9]",3,"When structuring page layout, landmark regions ensure",0.0,15000,2.8b
pythia-2.8b-deduped,step15000,aria attribute,generation,gen_001,"In web accessibility, an aria attribute is",0.848609,"[0.424391, 0.714413, 0.742364, 0.569203, 0.832074, 0.369328, 0.848609, 0.201403, 0.762691, 0.392995, 0.723543, 0.485445, 0.471595, 0.203661, 0.271812, 0.494262, 0.276789, 0.15464, 0.090699, 0.192436, 0.539912, 0.639519, 0.30512, 0.20418, 0.449917, 0.23205, 0.179672, 0.55591, 0.617461, 0.272873, 0.527895, 0.286041]",6,2.344704,"[6, 7]",2,"In web accessibility, an aria attribute is",1.0,15000,2.8b
pythia-2.8b-deduped,step15000,aria attribute,generation,gen_002,"For screen reader users, aria attributes",0.0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0,3.465736,[7],2,"For screen reader users, aria attributes",0.3333333333333333,15000,2.8b
pythia-2.8b-deduped,step15000,aria attribute,generation,gen_003,"To use aria attributes correctly, developers should",0.836927,"[0.380651, 0.736318, 0.267975, 0.620625, 0.836927, 0.440033, 0.651531, 0.26824, 0.664786, 0.251646, 0.550571, 0.425269, 0.170863, 0.137812, 0.310312, 0.156917, 0.258636, 0.441805, 0.243061, 0.515796, 0.602747, 0.240265, 0.517411, 0.686297, 0.549383, 0.157863, 0.275809, 0.286084, 0.34328, 0.162034, 0.327705, 0.310318]",4,2.577732,"[4, 5]",2,"To use aria attributes correctly, developers should",1.0,15000,2.8b
pythia-2.8b-deduped,step15000,aria attribute,generation,gen_004,"Without appropriate aria attributes, custom widgets may",0.836577,"[0.189076, 0.784297, 0.219559, 0.682628, 0.790149, 0.408017, 0.616841, 0.236256, 0.672923, 0.569305, 0.836577, 0.679147, 0.553664, 0.438394, 0.823475, 0.354634, 0.712804, 0.399996, 0.5336, 0.545909, 0.446594, 0.812339, 0.126154, 0.66719, 0.300299, 0.374264, 0.297268, 0.643594, 0.589621, 0.110879, 0.526262, 0.618859]",10,2.117013,"[4, 5]",2,"Without appropriate aria attributes, custom widgets may",0.3333333333333333,15000,2.8b
pythia-2.8b-deduped,step15000,aria attribute,generation,gen_005,An accessibility audit found missing aria attributes. This means,0.893855,"[0.204379, 0.65103, 0.091842, 0.058481, 0.071544, 0.028586, 0.062173, 0.056998, 0.035418, 0.047038, 0.043357, 0.09692, 0.026869, 0.048686, 0.072063, 0.057586, 0.229217, 0.020254, 0.113349, 0.074599, 0.136704, 0.407795, 0.172285, 0.70745, 0.345376, 0.231794, 0.893855, 0.673084, 0.624576, 0.798261, 0.734834, 0.828582]",26,1.311345,"[7, 8]",2,An accessibility audit found missing aria attributes. This means,0.6666666666666666,15000,2.8b
pythia-2.8b-deduped,step15000,aria attribute,generation,gen_006,"When creating custom components, aria attributes ensure",0.838575,"[0.119255, 0.792006, 0.327015, 0.460312, 0.789622, 0.73757, 0.713255, 0.340805, 0.816895, 0.072035, 0.838575, 0.285254, 0.075011, 0.290665, 0.712818, 0.379375, 0.281249, 0.221214, 0.216517, 0.603955, 0.740062, 0.178655, 0.315541, 0.431917, 0.44167, 0.331671, 0.193355, 0.391934, 0.106593, 0.033191, 0.437523, 0.598735]",10,2.498611,"[7, 8]",2,"When creating custom components, aria attributes ensure",0.6666666666666666,15000,2.8b
pythia-2.8b-deduped,step30000,screen reader,generation,gen_001,"In web accessibility, a screen reader is",0.922274,"[0.785182, 0.597787, 0.712244, 0.859104, 0.835555, 0.206005, 0.79722, 0.101832, 0.227334, 0.262992, 0.856816, 0.686684, 0.922274, 0.040796, 0.132424, 0.098001, 0.098269, 0.069779, 0.102859, 0.160057, 0.230439, 0.140262, 0.17742, 0.11535, 0.436067, 0.131186, 0.141815, 0.644513, 0.113398, 0.0107, 0.106253, 0.082143]",12,1.575192,"[6, 7]",2,"In web accessibility, a screen reader is",1.0,30000,2.8b
pythia-2.8b-deduped,step30000,screen reader,generation,gen_002,"For blind users, a screen reader",0.893131,"[0.79203, 0.604697, 0.80156, 0.861979, 0.783729, 0.119571, 0.759959, 0.081596, 0.26415, 0.214459, 0.863508, 0.62547, 0.893131, 0.063911, 0.089322, 0.064026, 0.073264, 0.073869, 0.11438, 0.107113, 0.38187, 0.255158, 0.100851, 0.081497, 0.368998, 0.133359, 0.049662, 0.48791, 0.167657, 0.011775, 0.116797, 0.009835]",12,1.853035,"[6, 7]",2,"For blind users, a screen reader",1.0,30000,2.8b
